date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:56:33	2263/2263	---MCZ	200	added ('OK')	text/css	etag:W/%2261a2e2bf-8d7%22	https://app.gamezone.io/static/css/2.b650302e.chunk.css	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/static/css/2.b650302e.chunk.css	(from https://app.gamezone.io/)
17:56:35	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Apr%202022%2017:56:35%20GMT	http://app.gamezone.io/images/logo.svg	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/images/logo.svg	(from https://app.gamezone.io/)
17:56:35	1013/1013	---MCZ	200	added ('OK')	text/css	etag:W/%2261a2e2bf-3f5%22	https://app.gamezone.io/static/css/main.9166dcff.chunk.css	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/static/css/main.9166dcff.chunk.css	(from https://app.gamezone.io/)
17:56:37	86715/86715	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261a2e2d1-152bb%22	https://app.gamezone.io/images/logo.svg	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/images/logo.svg	(from https://app.gamezone.io/)
17:56:38	80217/80217	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213959-wU1JYET6lDtu5Q6aYn/N6BT6oLY%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta2/dist/js/bootstrap.bundle.min.js	/Users/darboe/CS1/ACP/GameZone%203/cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta2/dist/js/bootstrap.bundle.min.js	(from https://app.gamezone.io/)
17:56:39	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620cd6ff-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	/Users/darboe/CS1/ACP/GameZone%203/code.jquery.com/jquery-3.5.1.min.js	(from https://app.gamezone.io/)
17:56:39	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Apr%202022%2017:56:39%20GMT	http://app.gamezone.io/js/particles.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/js/particles.js	(from https://app.gamezone.io/)
17:56:41	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Apr%202022%2017:56:41%20GMT	http://app.gamezone.io/js/script.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/js/script.49.delayed	(from https://app.gamezone.io/)
17:56:41	43012/43012	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a2e2d5-a804%22	https://app.gamezone.io/js/particles.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/js/particles.js	(from https://app.gamezone.io/)
17:56:43	1384/1384	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a2e2d5-568%22	https://app.gamezone.io/js/script.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/js/script.js	(from https://app.gamezone.io/)
17:56:43	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Apr%202022%2017:56:43%20GMT	http://app.gamezone.io/static/js/2.00cedfe8.chunk.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/static/js/2.00cedfe8.chunk.js	(from https://app.gamezone.io/)
17:56:45	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Apr%202022%2017:56:45%20GMT	http://app.gamezone.io/static/js/main.0efbb413.chunk.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/static/js/main.0efbb413.chunk.js	(from https://app.gamezone.io/)
17:56:51	307783/307783	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a2e2c4-4b247%22	https://app.gamezone.io/static/js/main.0efbb413.chunk.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/static/js/main.0efbb413.chunk.js	(from https://app.gamezone.io/)
17:57:03	3542126/3542126	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a2e2c8-360c6e%22	https://app.gamezone.io/static/js/2.00cedfe8.chunk.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/static/js/2.00cedfe8.chunk.js	(from https://app.gamezone.io/)
17:57:05	204044/204044	U-----	200	untouched ('')	image/x-icon	etag:%2261a2e2d6-31d0c%22	https://app.gamezone.io/favicon.ico	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/favicon.ico	(from https://gamezone.io/)
17:57:07	1105/1105	U-----	200	untouched ('OK')	text/css	etag:W/%226239a0ad-451%22	https://gamezone.io/css/libs.min.css	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/css/libs.min.css	(from https://gamezone.io/)
17:57:08	223720/223720	U-----	200	untouched ('OK')	text/css	etag:W/%226239a0b0-369e8%22	https://gamezone.io/css/style.min.css	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/css/style.min.css	(from https://gamezone.io/)
17:57:19	86715/86715	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1a2-152bb%22	https://gamezone.io/img/main/logo.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/logo.svg	(from https://gamezone.io/)
17:57:23	1976503/1976503	U-----	200	untouched ('')	image/png	etag:%226239a1bd-1e28b7%22	https://gamezone.io/img/main/intro-img.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/intro-img.png	(from https://gamezone.io/)
17:57:23	5314/5314	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1b2-14c2%22	https://gamezone.io/img/main/openapp-btn-text-2.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/openapp-btn-text-2.svg	(from https://gamezone.io/)
17:57:27	10052/10052	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a28d-2744%22	https://gamezone.io/img/icons/unicorn.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/unicorn.svg	(from https://gamezone.io/)
17:57:39	2902/2902	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a20b-b56%22	https://gamezone.io/img/icons/frog.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/frog.svg	(from https://gamezone.io/)
17:57:40	10563/10563	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1b2-2943%22	https://gamezone.io/img/main/pancakeswap-btn-text-2.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/pancakeswap-btn-text-2.svg	(from https://gamezone.io/)
17:57:43	1526/1526	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a20c-5f6%22	https://gamezone.io/img/icons/gate.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/gate.svg	(from https://gamezone.io/)
17:57:45	7595/7595	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a174-1dab%22	https://gamezone.io/img/main/gate-btn-text-2.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/gate-btn-text-2.svg	(from https://gamezone.io/)
17:57:56	1637/1637	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a214-665%22	https://gamezone.io/img/icons/mexc.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/mexc.svg	(from https://gamezone.io/)
17:57:58	6537/6537	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1ae-1989%22	https://gamezone.io/img/main/mexc-btn-text.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/mexc-btn-text.svg	(from https://gamezone.io/)
17:57:59	495093/495093	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a194-78df5%22	https://gamezone.io/img/main/intro-crystals.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/intro-crystals.svg	(from https://gamezone.io/)
17:58:02	4432/4432	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1f6-1150%22	https://gamezone.io/img/icons/bordered-lines.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/bordered-lines.svg	(from https://gamezone.io/)
17:58:14	12546/12546	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1be-3102%22	https://gamezone.io/img/main/read-about-btn-text-v3.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/read-about-btn-text-v3.svg	(from https://gamezone.io/)
17:58:15	744210/744210	U-----	200	untouched ('')	image/png	etag:%226239a1d7-b5b12%22	https://gamezone.io/img/main/ufo.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/ufo.png	(from https://gamezone.io/)
17:58:15	256342/256342	U-----	200	untouched ('')	image/png	etag:%226239a1b7-3e956%22	https://gamezone.io/img/main/nextgen-img.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/nextgen-img.png	(from https://gamezone.io/)
17:58:18	205698/205698	U-----	200	untouched ('')	image/png	etag:%226239a188-32382%22	https://gamezone.io/img/main/imagine-bg.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/imagine-bg.png	(from https://gamezone.io/)
17:58:31	4682/4682	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a15c-124a%22	https://gamezone.io/img/main/apply-now-text.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/apply-now-text.svg	(from https://gamezone.io/)
17:58:32	447709/447709	U-----	200	untouched ('')	image/png	etag:%226239a1e0-6d4dd%22	https://gamezone.io/img/main/table/logo-new.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/table/logo-new.png	(from https://gamezone.io/)
17:58:32	102529/102529	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1dc-19081%22	https://gamezone.io/img/main/table/starter.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/table/starter.svg	(from https://gamezone.io/)
17:58:35	102256/102256	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1dc-18f70%22	https://gamezone.io/img/main/table/veteran.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/table/veteran.svg	(from https://gamezone.io/)
17:58:48	77037/77037	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1d9-12ced%22	https://gamezone.io/img/main/table/god.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/table/god.svg	(from https://gamezone.io/)
17:58:50	111649/111649	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1cf-1b421%22	https://gamezone.io/img/main/table/celestial.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/table/celestial.svg	(from https://gamezone.io/)
17:58:50	159196/159196	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1d3-26ddc%22	https://gamezone.io/img/main/table/crystal-green.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/table/crystal-green.svg	(from https://gamezone.io/)
17:58:52	16689/16689	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1d7-4131%22	https://gamezone.io/img/main/table/crystal-red.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/table/crystal-red.svg	(from https://gamezone.io/)
17:59:08	1924/1924	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1eb-784%22	https://gamezone.io/img/icons/bluezilla.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/bluezilla.svg	(from https://gamezone.io/)
17:59:08	1033386/1033386	U-----	200	untouched ('')	image/png	etag:%226239a1de-fc4aa%22	https://gamezone.io/img/main/tokenomics-bg.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/tokenomics-bg.png	(from https://gamezone.io/)
17:59:12	192661/192661	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1fb-2f095%22	https://gamezone.io/img/icons/crystal1.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/crystal1.svg	(from https://gamezone.io/)
17:59:15	143581/143581	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1fc-230dd%22	https://gamezone.io/img/icons/crystal2.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/crystal2.svg	(from https://gamezone.io/)
17:59:25	159178/159178	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a1fc-26dca%22	https://gamezone.io/img/icons/crystal3.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/crystal3.svg	(from https://gamezone.io/)
17:59:25	29305/29305	U-----	200	untouched ('')	image/png	etag:%226239a209-7279%22	https://gamezone.io/img/icons/crystals-group.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/crystals-group.png	(from https://gamezone.io/)
17:59:31	3278351/3278351	U-----	200	untouched ('')	image/png	etag:%226239a1bd-32060f%22	https://gamezone.io/img/main/achieve-img.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/achieve-img.png	(from https://gamezone.io/)
17:59:31	48231/48231	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a221-bc67%22	https://gamezone.io/img/icons/table-left-bg.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/table-left-bg.svg	(from https://gamezone.io/)
17:59:42	489324/489324	U-----	200	untouched ('')	image/png	etag:%226239a1dc-7776c%22	https://gamezone.io/img/main/welcome-img.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/welcome-img.png	(from https://gamezone.io/)
17:59:43	641944/641944	U-----	200	untouched ('')	image/png	etag:%226239a1de-9cb98%22	https://gamezone.io/img/main/welcome-bg.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/welcome-bg.png	(from https://gamezone.io/)
17:59:47	3231/3231	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a28a-c9f%22	https://gamezone.io/img/icons/twitter.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/twitter.svg	(from https://gamezone.io/)
17:59:47	6022/6022	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a213-1786%22	https://gamezone.io/img/icons/medium.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/medium.svg	(from https://gamezone.io/)
17:59:59	14001/14001	U-----	200	untouched ('OK')	image/svg+xml	etag:W/%226239a177-36b1%22	https://gamezone.io/img/main/gate-partner.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/gate-partner.svg	(from https://gamezone.io/)
18:00:00	87766/87766	U-----	200	untouched ('')	application/javascript	etag:W/%226239a2b2-156d6%22	https://gamezone.io/js/libs.min.js	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/js/libs.min.js	(from https://gamezone.io/)
18:00:03	3927/3927	U-----	200	untouched ('')	application/javascript	etag:W/%226239a2b2-f57%22	https://gamezone.io/js/common.min.js	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/js/common.min.js	(from https://gamezone.io/)
18:00:04	16421/16421	URF---	200	untouched ('OK%20(cached)')	image/png		https://app.gamezone.io/images/logo.png	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/images/logo.png	(from https://app.gamezone.io/)
18:00:05	0/0	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2010%20Apr%202022%2018:00:05%20GMT	https://code.jquery.com/jquery-3.5.1.min.js	/Users/darboe/CS1/ACP/GameZone%203/code.jquery.com/jquery-3.5.1.min.js	(from https://app.gamezone.io/)
18:00:05	966/966	UR-M--	200	updated ('OK')	text/css	date:Sun,%2010%20Apr%202022%2018:00:05%20GMT	https://fonts.googleapis.com/css2?family=Mitr:wght@300;400;500;600;700&display=swap	/Users/darboe/CS1/ACP/GameZone%203/fonts.googleapis.com/css2dba2.css	(from https://app.gamezone.io/)
18:00:16	318/318	UR-MCZ	200	updated ('OK')	application/json	etag:W/%2261a2e2cb-13e%22	https://app.gamezone.io/manifest.json	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/manifest.json	(from https://app.gamezone.io/)
18:00:23	1384/1384	UR-MCZ	200	updated ('OK')	application/javascript	etag:W/%2261a2e2d5-568%22	https://app.gamezone.io/js/script.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/js/script.js	(from https://app.gamezone.io/)
18:00:28	43012/43012	UR-MCZ	200	updated ('OK')	application/javascript	etag:W/%2261a2e2d5-a804%22	https://app.gamezone.io/js/particles.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/js/particles.js	(from https://app.gamezone.io/)
18:00:29	193/193	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Sun,%2010%20Apr%202022%2018:00:01%20GMT	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta2/dist/js/bootstrap.bundle.min.js	/Users/darboe/CS1/ACP/GameZone%203/cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta2/dist/js/bootstrap.bundle.min.js	(from https://app.gamezone.io/)
18:00:34	307783/307783	UR-MCZ	200	updated ('OK')	application/javascript	etag:W/%2261a2e2c4-4b247%22	https://app.gamezone.io/static/js/main.0efbb413.chunk.js	/Users/darboe/CS1/ACP/GameZone%203/app.gamezone.io/static/js/main.0efbb413.chunk.js	(from https://app.gamezone.io/)
18:00:34	81002/81002	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:W/%2213c6a-5dacbd8e4c02f%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.eot?	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regulard41d.eot	(from https://gamezone.io/css/style.min.css)
18:00:34	81002/81002	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:W/%2213c6a-5dacbd8e4c02f%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.eot	(from https://gamezone.io/css/style.min.css)
18:00:34	24800/24800	U-----	200	untouched ('')	font/woff2	etag:%226239a10e-60e0%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.woff2	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.woff2	(from https://gamezone.io/css/style.min.css)
18:00:35	921564/921564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22e0fdc-NrIN7DBz/HaARL+vRQwd7HoG3uk%22	https://cdn.jsdelivr.net/npm/@mdi/font@5.4.55/fonts/materialdesignicons-webfont.eot?v=5.4.55	/Users/darboe/CS1/ACP/GameZone%203/cdn.jsdelivr.net/npm/@mdi/font@5.4.55/fonts/materialdesignicons-webfont3201.eot	(from https://cdn.jsdelivr.net/npm/@mdi/font@5.4.55/css/materialdesignicons.min.css)
18:00:37	921564/921564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22e0fdc-NrIN7DBz/HaARL+vRQwd7HoG3uk%22	https://cdn.jsdelivr.net/npm/@mdi/font@5.4.55/fonts/materialdesignicons-webfont.eot?	/Users/darboe/CS1/ACP/GameZone%203/cdn.jsdelivr.net/npm/@mdi/font@5.4.55/fonts/materialdesignicons-webfontd41d.eot	(from https://cdn.jsdelivr.net/npm/@mdi/font@5.4.55/css/materialdesignicons.min.css)
18:00:37	35308/35308	U-----	200	untouched ('')	font/woff	etag:%226239a10d-89ec%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.woff	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.woff	(from https://gamezone.io/css/style.min.css)
18:00:37	80728/80728	U-----	200	untouched ('')	application/x-font-ttf	etag:W/%226239a10d-13b58%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.ttf	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.ttf	(from https://gamezone.io/css/style.min.css)
18:00:38	296688/296688	---M--	200	added ('OK')	font/woff2	etag:W/%22486f0-QcsB0Bhq1tHa7BEMo7sPZ2bkGdM%22	https://cdn.jsdelivr.net/npm/@mdi/font@5.4.55/fonts/materialdesignicons-webfont.woff2?v=5.4.55	/Users/darboe/CS1/ACP/GameZone%203/cdn.jsdelivr.net/npm/@mdi/font@5.4.55/fonts/materialdesignicons-webfont3201.woff2	(from https://cdn.jsdelivr.net/npm/@mdi/font@5.4.55/css/materialdesignicons.min.css)
18:00:38	81390/81390	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:W/%2213dee-5dacbd84422ca%22	https://gamezone.io/fonts/gilroy/Gilroy-Medium.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Medium.eot	(from https://gamezone.io/css/style.min.css)
18:00:38	26068/26068	U-----	200	untouched ('')	font/woff2	etag:%226239a0f6-65d4%22	https://gamezone.io/fonts/gilroy/Gilroy-Medium.woff2	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Medium.woff2	(from https://gamezone.io/css/style.min.css)
