date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:32:52	192661/192661	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a1fb-2f095%22	https://gamezone.io/img/icons/crystal1.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/crystal1.svg	(from https://gamezone.io/)
17:32:52	143581/143581	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a1fc-230dd%22	https://gamezone.io/img/icons/crystal2.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/crystal2.svg	(from https://gamezone.io/)
17:32:53	29305/29305	---M--	200	added ('OK')	image/png	etag:%226239a209-7279%22	https://gamezone.io/img/icons/crystals-group.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/crystals-group.png	(from https://gamezone.io/)
17:32:53	159178/159178	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a1fc-26dca%22	https://gamezone.io/img/icons/crystal3.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/crystal3.svg	(from https://gamezone.io/)
17:32:56	48231/48231	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a221-bc67%22	https://gamezone.io/img/icons/table-left-bg.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/table-left-bg.svg	(from https://gamezone.io/)
17:33:01	3231/3231	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a28a-c9f%22	https://gamezone.io/img/icons/twitter.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/twitter.svg	(from https://gamezone.io/)
17:33:03	6022/6022	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a213-1786%22	https://gamezone.io/img/icons/medium.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/medium.svg	(from https://gamezone.io/)
17:33:05	3278351/3278351	---M--	200	added ('OK')	image/png	etag:%226239a1bd-32060f%22	https://gamezone.io/img/main/achieve-img.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/achieve-img.png	(from https://gamezone.io/)
17:33:05	14001/14001	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a177-36b1%22	https://gamezone.io/img/main/gate-partner.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/gate-partner.svg	(from https://gamezone.io/)
17:33:06	87766/87766	---MCZ	200	added ('OK')	application/javascript	etag:W/%226239a2b2-156d6%22	https://gamezone.io/js/libs.min.js	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/js/libs.min.js	(from https://gamezone.io/)
17:33:07	641944/641944	---M--	200	added ('OK')	image/png	etag:%226239a1de-9cb98%22	https://gamezone.io/img/main/welcome-bg.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/welcome-bg.png	(from https://gamezone.io/)
17:33:07	3927/3927	---MCZ	200	added ('OK')	application/javascript	etag:W/%226239a2b2-f57%22	https://gamezone.io/js/common.min.js	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/js/common.min.js	(from https://gamezone.io/)
17:33:09	81002/81002	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213c6a-5dacbd8e4c02f%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.eot	(from https://gamezone.io/css/style.min.css)
17:33:10	81002/81002	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213c6a-5dacbd8e4c02f%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.eot	(from https://gamezone.io/css/style.min.css)
17:33:11	81002/81002	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213c6a-5dacbd8e4c02f%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.eot?	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regulard41d.eot	(from https://gamezone.io/css/style.min.css)
17:33:11	24800/24800	---M--	200	added ('OK')	font/woff2	etag:%226239a10e-60e0%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.woff2	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.woff2	(from https://gamezone.io/css/style.min.css)
17:33:13	35308/35308	---M--	200	added ('OK')	font/woff	etag:%226239a10d-89ec%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.woff	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.woff	(from https://gamezone.io/css/style.min.css)
17:33:15	80728/80728	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%226239a10d-13b58%22	https://gamezone.io/fonts/gilroy/Gilroy-Regular.ttf	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.ttf	(from https://gamezone.io/css/style.min.css)
17:33:15	35308/35308	URF---	200	added ('OK%20(cached)')	application/woff		https://gamezone.io/fonts/gilroy/Gilroy-Regular.woff	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Regular.woff	(from https://gamezone.io/css/style.min.css)
17:33:17	81390/81390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213dee-5dacbd84422ca%22	https://gamezone.io/fonts/gilroy/Gilroy-Medium.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Medium.eot	(from https://gamezone.io/css/style.min.css)
17:33:18	81390/81390	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213dee-5dacbd84422ca%22	https://gamezone.io/fonts/gilroy/Gilroy-Medium.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Medium.eot	(from https://gamezone.io/css/style.min.css)
17:33:19	81390/81390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213dee-5dacbd84422ca%22	https://gamezone.io/fonts/gilroy/Gilroy-Medium.eot?	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Mediumd41d.eot	(from https://gamezone.io/css/style.min.css)
17:33:19	26068/26068	---M--	200	added ('OK')	font/woff2	etag:%226239a0f6-65d4%22	https://gamezone.io/fonts/gilroy/Gilroy-Medium.woff2	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Medium.woff2	(from https://gamezone.io/css/style.min.css)
17:33:21	36924/36924	---M--	200	added ('OK')	font/woff	etag:%226239a0f5-903c%22	https://gamezone.io/fonts/gilroy/Gilroy-Medium.woff	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Medium.woff	(from https://gamezone.io/css/style.min.css)
17:33:21	81390/81390	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213dee-5dacbd84422ca%22	https://gamezone.io/fonts/gilroy/Gilroy-Medium.eot?	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Mediumd41d.eot	(from https://gamezone.io/css/style.min.css)
17:33:22	26068/26068	URF---	200	added ('OK%20(cached)')	application/woff2		https://gamezone.io/fonts/gilroy/Gilroy-Medium.woff2	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Medium.woff2	(from https://gamezone.io/css/style.min.css)
17:33:23	81104/81104	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%226239a0f5-13cd0%22	https://gamezone.io/fonts/gilroy/Gilroy-Medium.ttf	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Medium.ttf	(from https://gamezone.io/css/style.min.css)
17:33:23	36924/36924	URF---	200	added ('OK%20(cached)')	application/woff		https://gamezone.io/fonts/gilroy/Gilroy-Medium.woff	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Medium.woff	(from https://gamezone.io/css/style.min.css)
17:33:24	80806/80806	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213ba6-5dacbd55ef527%22	https://gamezone.io/fonts/gilroy/Gilroy-Bold.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Bold.eot	(from https://gamezone.io/css/style.min.css)
17:33:25	80806/80806	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213ba6-5dacbd55ef527%22	https://gamezone.io/fonts/gilroy/Gilroy-Bold.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Bold.eot	(from https://gamezone.io/css/style.min.css)
17:33:26	80806/80806	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213ba6-5dacbd55ef527%22	https://gamezone.io/fonts/gilroy/Gilroy-Bold.eot?	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Boldd41d.eot	(from https://gamezone.io/css/style.min.css)
17:33:26	26068/26068	---M--	200	added ('OK')	font/woff2	etag:%226239a0c5-65d4%22	https://gamezone.io/fonts/gilroy/Gilroy-Bold.woff2	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Bold.woff2	(from https://gamezone.io/css/style.min.css)
17:33:28	36800/36800	---M--	200	added ('OK')	font/woff	etag:%226239a0c5-8fc0%22	https://gamezone.io/fonts/gilroy/Gilroy-Bold.woff	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Bold.woff	(from https://gamezone.io/css/style.min.css)
17:33:28	80528/80528	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%226239a0c4-13a90%22	https://gamezone.io/fonts/gilroy/Gilroy-Bold.ttf	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Bold.ttf	(from https://gamezone.io/css/style.min.css)
17:33:32	67360/67360	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2210720-5dacbd435cb23%22	https://gamezone.io/fonts/grand/NTF-Grand-BoldItalic.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/grand/NTF-Grand-BoldItalic.eot	(from https://gamezone.io/css/style.min.css)
17:33:32	80528/80528	UR-MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%226239a0c4-13a90%22	https://gamezone.io/fonts/gilroy/Gilroy-Bold.ttf	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Bold.ttf	(from https://gamezone.io/css/style.min.css)
17:33:32	36800/36800	URF---	200	added ('OK%20(cached)')	application/woff		https://gamezone.io/fonts/gilroy/Gilroy-Bold.woff	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/gilroy/Gilroy-Bold.woff	(from https://gamezone.io/css/style.min.css)
17:33:33	67360/67360	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2210720-5dacbd435cb23%22	https://gamezone.io/fonts/grand/NTF-Grand-BoldItalic.eot	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/grand/NTF-Grand-BoldItalic.eot	(from https://gamezone.io/css/style.min.css)
17:33:34	67360/67360	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2210720-5dacbd435cb23%22	https://gamezone.io/fonts/grand/NTF-Grand-BoldItalic.eot?	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/grand/NTF-Grand-BoldItalicd41d.eot	(from https://gamezone.io/css/style.min.css)
17:33:34	19892/19892	---M--	200	added ('OK')	font/woff2	etag:%226239a0b7-4db4%22	https://gamezone.io/fonts/grand/NTF-Grand-BoldItalic.woff2	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/grand/NTF-Grand-BoldItalic.woff2	(from https://gamezone.io/css/style.min.css)
17:33:36	29920/29920	---M--	200	added ('OK')	font/woff	etag:%226239a0b7-74e0%22	https://gamezone.io/fonts/grand/NTF-Grand-BoldItalic.woff	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/grand/NTF-Grand-BoldItalic.woff	(from https://gamezone.io/css/style.min.css)
17:33:38	67160/67160	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%226239a0b1-10658%22	https://gamezone.io/fonts/grand/NTF-Grand-BoldItalic.ttf	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/grand/NTF-Grand-BoldItalic.ttf	(from https://gamezone.io/css/style.min.css)
17:33:38	29920/29920	URF---	200	added ('OK%20(cached)')	application/woff		https://gamezone.io/fonts/grand/NTF-Grand-BoldItalic.woff	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/fonts/grand/NTF-Grand-BoldItalic.woff	(from https://gamezone.io/css/style.min.css)
17:33:40	723837/723837	---M--	200	added ('OK')	image/jpeg	etag:%226239a1b8-b0b7d%22	https://gamezone.io/img/main/main-bg.jpeg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/main-bg.jpg	(from https://gamezone.io/css/style.min.css)
17:33:40	6280/6280	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a1f5-1888%22	https://gamezone.io/img/icons/bordered-bg.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/bordered-bg.svg	(from https://gamezone.io/css/style.min.css)
17:33:42	6585/6585	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a1ee-19b9%22	https://gamezone.io/img/icons/bordered-bg-left.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/bordered-bg-left.svg	(from https://gamezone.io/css/style.min.css)
17:33:43	51213/51213	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a1ef-c80d%22	https://gamezone.io/img/icons/bordered-bg-bottom.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/bordered-bg-bottom.svg	(from https://gamezone.io/css/style.min.css)
17:33:44	23221/23221	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a20d-5ab5%22	https://gamezone.io/img/icons/level-bg-short.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/level-bg-short.svg	(from https://gamezone.io/css/style.min.css)
17:33:45	66783/66783	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a1db-104df%22	https://gamezone.io/img/main/table/table-bg.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/table/table-bg.svg	(from https://gamezone.io/css/style.min.css)
17:33:46	415/415	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a1d7-19f%22	https://gamezone.io/img/main/table/line.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/table/line.svg	(from https://gamezone.io/css/style.min.css)
17:33:48	30710/30710	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226239a212-77f6%22	https://gamezone.io/img/icons/level-bg.svg	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/icons/level-bg.svg	(from https://gamezone.io/css/style.min.css)
17:35:03	489324/489324	UR-M--	200	added ('Partial%20Content')	image/png	etag:%226239a1dc-7776c%22	https://gamezone.io/img/main/welcome-img.png	/Users/darboe/CS1/ACP/GameZone%203/gamezone.io/img/main/welcome-img.png	(from https://gamezone.io/)
